STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,SECTOR,Secteur institutionnel,STANDARD_REVENUE,Catégorie de recettes,CTRY_SPECIFIC_REVENUE,Catégorie de recettes spécifique au pays,UNIT_MEASURE,Unité de mesure,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,REVENUE_CODE,Code recette,DECIMALS,Décimales,CURRENCY,Monnaie
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2017,,1.497474,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2017,,2.419617,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,2.567259,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,1.553639,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,8.524816,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2018,,12.645714,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,9.614073,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,0.725485,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,1.590737,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2019,,7.297851,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,7.690641,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,1.758703,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,0.748818,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2020,,10.198163,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,10.127056,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,0.740319,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,1.702783,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2021,,7.683953,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2022,,7.503705,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2022,,1.574088,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2022,,0.740333,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2022,,9.818126,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2023,,10.406681,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2023,,0.790669,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2023,,1.583334,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LTU,Lituanie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2023,,8.032679,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2000,,0.019868,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2000,,7.297477,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2000,,9.741756,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2000,,2.424411,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2001,,2.329971,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2001,,9.117068,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2001,,6.754326,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2001,,0.032771,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2002,,0.033271,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2002,,6.685717,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2002,,9.025291,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2002,,2.306303,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,2.277548,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,8.411633,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,6.096237,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2003,,0.037849,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,0.049096,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,5.978489,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,8.261142,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2004,,2.233557,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,2.134326,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,7.895451,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,5.712878,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2005,,0.048247,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,0.0464,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,5.794565,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,8.005809,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2006,,2.164844,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2100,Cotisations de sécurité sociale (CSS) à la charge des salariés,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,2.110755,,A,Normal value,0,Units,2100,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2000,Cotisations de sécurité sociale (CSS),_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,7.812946,,A,Normal value,0,Units,2000,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2200,Cotisations de sécurité sociale (CSS) à la charge des employeurs,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,5.649789,,A,Normal value,0,Units,2200,,1,One,_Z,N'est pas applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_OECD@DF_RSOECD(1.1),Tableaux comparatifs des Statistiques des recettes publiques pour les pays membres de l'OCDE,I,LVA,Lettonie,TAX_REV,Tax revenue,S13,Administrations publiques,T_2300,Cotisations de sécurité sociale (CSS) à la charge des indépendants ou des sans emploi,_T,Total,PT_B1GQ,Pourcentage du PIB,A,Annuelle,2007,,0.052402,,A,Normal value,0,Units,2300,,1,One,_Z,N'est pas applicable
