STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,FREQ,Fréquence d’observation,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,FINANCING_SCHEME,Régime de financement,FINANCING_SCHEME_REV,Revenus des régimes de financement,FUNCTION,Fonction de santé,MODE_PROVISION,Mode de prestation,PROVIDER,Fournisseur de soins de santé,FACTOR_PROVISION,Facteur de prestation,ASSET_TYPE,Type d’actif,PRICE_BASE,Type de prix,TIME_PERIOD,Période de référence,OBS_VALUE,Valeur d’observation,BASE_PER,Période de base,CURRENCY,Devise,OBS_STATUS,Statut d’observation,OBS_STATUS2,Statut d’observation 2,OBS_STATUS3,Statut d’observation 3,UNIT_MULT,Multiplicateur d’unité,DECIMALS,Décimales
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,BRA,Brésil,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2013,,7.977,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,BRA,Brésil,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2014,,8.396,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,BRA,Brésil,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2016,,9.169,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,HRV,Croatie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2012,,7.453,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,HRV,Croatie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2014,,6.566,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,HRV,Croatie,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2015,,6.655,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,PRT,Portugal,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2022,,10.549,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,PRT,Portugal,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2019,,9.509,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,PRT,Portugal,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2020,,10.521,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2000,,8.22,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2001,,8.372,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2002,,7.393,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,6.895,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2004,,7.229,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2005,,7.611,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2006,,7.64,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2007,,7.835,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2008,,8.183,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2009,,9.456,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2010,,9.445,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2011,,9.418,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2012,,9.827,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2013,,9.781,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2014,,9.671,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2015,,10.229,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2016,,9.856,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2017,,10.272,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2018,,10.315,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2019,,10.123,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2020,,10.739,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2021,,11.061,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2022,,10.496,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,ARG,Argentine,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2023,,10.391,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2000,,5.307,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2001,,5.341,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2002,,5.518,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,5.484,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,SVK,République slovaque,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2006,,6.852,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2000,,4.441,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2001,,4.186,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2002,,4.312,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,4.347,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2004,,4.218,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2005,,4.127,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2006,,3.895,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2007,,3.626,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2008,,3.825,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2009,,4.265,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2010,,4.122,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2011,,4.241,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2012,,4.495,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2013,,4.658,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2014,,4.711,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2015,,4.865,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2016,,4.88,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2017,,4.956,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2018,,5.056,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2019,,5.27,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2020,,5.544,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2021,,5.253,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,CHN,Chine (République populaire de),A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2022,,5.232,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,USA,États-Unis,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2000,,12.49,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,USA,États-Unis,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2001,,13.168,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,USA,États-Unis,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2002,,13.995,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,USA,États-Unis,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2003,,14.506,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,USA,États-Unis,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2004,,14.551,,,,,,,,,,,,0,Units,1,One
DATAFLOW,OECD.ELS.HD:DSD_SHA@DF_SHA(1.0),Dépenses de santé et financement,I,USA,États-Unis,A,Annuelle,EXP_HEALTH,Dépenses,PT_B1GQ,Pourcentage du PIB,_T,Total,_Z,Non applicable,_T,Total,_T,Total,_T,Total,_Z,Non applicable,_Z,Non applicable,_Z,N'est pas applicable,2005,,14.579,,,,,,,,,,,,0,Units,1,One
