STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,OWNERSHIP_TYPE,Hospital type,HEALTH_FUNCTION,Healthcare function,CARE_TYPE,Care type,MEDICAL_TECH,Medical technology,HEALTH_CARE_PROVIDER,Healthcare provider,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,38171,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,37681,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,38496,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,38571,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,38853,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,38671,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,38788,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,39119,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,38435,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,38205,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2023,,38111,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CHL,Chile,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2024,,38514,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2010,,67737,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,67383,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,69405,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,72915,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,75855,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,77643,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,81672,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,83789,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,85021,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,87461,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,86027,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,92586,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,98040,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2023,,101501,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,COL,Colombia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2024,,102020,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2000,,6372,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,6348,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,6306,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,6302,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,6226,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,5688,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,5630,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,5647,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,5517,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2009,,5546,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2010,,5613,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,5636,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,5594,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,5547,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,5595,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,5611,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,5642,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,5650,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,5574,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,5548,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CRI,Costa Rica,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,6060,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,79354,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,79177,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,78825,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,78004,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,77309,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,76245,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,75502,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,74924,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2009,,74607,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2011,,74590,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2012,,73296,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2013,,70922,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2014,,70738,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2015,,70794,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2016,,70903,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2017,,70698,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2018,,70807,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2019,,70711,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2020,,69990,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2021,,70029,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2022,,69821,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,CZE,Czechia,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2023,,69601,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2000,,22749,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2001,,22452,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2002,,22887,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2003,,22104,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2004,,21254,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2005,,20609,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2006,,20232,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2007,,19681,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Hospital beds by function of healthcare,I,DNK,Denmark,HB,Hospital beds,BD,Beds,_Z,Not applicable​​,_Z,Not applicable,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,2008,,19269,,,,,,,,,,,,,
