STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,STATISTICAL_OPERATION,Opération statistique,OWNERSHIP_TYPE,Type d'hôpital,HEALTH_FUNCTION,Fonction de soins de santé,CARE_TYPE,Type de soins,MEDICAL_TECH,Technologie médicale,HEALTH_CARE_PROVIDER,Fournisseur de soins de santé,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,DECIMALS,Décimales,OBS_STATUS,Statut d'observation,OBS_STATUS2,Statut d'observation 2,OBS_STATUS3,Statut d'observation 3,UNIT_MULT,Multiplicateur d'unité,REF_YEAR_PRICE,Prix ​​année de référence
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DNK,Danemark,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2021,,2.41,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DNK,Danemark,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2022,,2.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2000,,7.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2001,,6.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2002,,5.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2003,,5.73,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2004,,5.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2005,,5.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2006,,5.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2007,,5.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2008,,5.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2009,,5.37,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2010,,5.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2011,,5.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2012,,5.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2014,,4.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2015,,4.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2016,,4.69,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2017,,4.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2018,,4.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2019,,4.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2020,,4.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2021,,4.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2022,,4.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,EST,Estonie,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2023,,4.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2000,,7.97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2001,,7.83,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2002,,7.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2003,,7.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2004,,7.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2005,,7.22,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2006,,7.11,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2007,,7.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2008,,6.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2009,,6.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2010,,6.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2011,,6.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2012,,6.34,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2014,,6.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2015,,6.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2016,,6.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2017,,5.97,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2018,,5.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2019,,5.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2020,,5.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2021,,5.61,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2022,,5.48,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,FRA,France,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2023,,5.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2000,,9.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2001,,9.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2002,,8.87,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2003,,8.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2004,,8.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2005,,8.47,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2006,,8.3,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2007,,8.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2008,,8.21,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2009,,8.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2010,,8.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2011,,8.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2012,,8.34,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2013,,8.28,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2014,,8.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2015,,8.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2016,,8.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2017,,8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2018,,7.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2019,,7.91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2020,,7.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC(1.0),Lits en hôpitaux par fonction de soins de santé,I,DEU,Allemagne,HB,Lits d'hôpitaux,10P3HB,Pour 1 000 habitants,_Z,Not applicable​​,_Z,Sans objet,_T,Total,_T,Total,_Z,Sans objet,_Z,Non applicable,2021,,7.76,,,,,,,,,,,,,
